序號,答案
20240615140007,517.33
20240615141007,646.96
20240615142007,633.25
20240615143007,483.34
20240615144007,486.95
20240615145007,457.7
20240615150007,469.97
20240615151007,416.34
20240615152007,432.42
20240615153007,465.96
20240615154007,343.23
20240615155007,252.77
20240615160007,75.41
20240615161007,78.62
20240615162007,14.04
20240615163007,10.0
20240615164007,9.57
20240615165007,0.0
20240717090007,1316.08
20240717091007,1409.62
20240717092007,1451.6
20240717093007,1560.22
20240717094007,1611.57
20240717095007,1663.84
20240717100007,1733.44
20240717101007,1824.71
20240717102007,1707.66
20240717103007,1629.78
20240717104007,1715.81
20240717105007,1774.52
20240717110007,1807.54
20240717111007,1731.45
20240717112007,1634.32
20240717113007,1838.78
20240717114007,1877.53
20240717115007,1830.24
20240717120007,1784.28
20240717121007,1711.38
20240717122007,1701.64
20240717123007,1718.35
20240717124007,1686.37
20240717125007,1573.65
20240717130007,1585.02
20240717131007,1521.23
20240717132007,1397.6
20240717133007,1248.58
20240717134007,1243.75
20240717135007,1187.34
20240717140007,1156.79
20240717141007,1067.64
20240717142007,942.87
20240717143007,745.42
20240717144007,768.46
20240717145007,599.57
20240717150007,225.5
20240717151007,259.78
20240717152007,588.64
20240717153007,397.26
20240717154007,215.64
20240717155007,188.19
20240717160007,115.89
20240717161007,76.29
20240717162007,48.3
20240717163007,34.27
20240717164007,31.69
20240717165007,26.82
20240124090008,16.81
20240124091008,15.75
20240124092008,18.17
20240124093008,14.06
20240124094008,15.69
20240124095008,18.42
20240124100008,0.07
20240124101008,3.21
20240124102008,4.81
20240124103008,0.0
20240124104008,2.6
20240124105008,3.3
20240124110008,1.8
20240124111008,6.46
20240124112008,4.22
20240124113008,3.4
20240124114008,0.4
20240124115008,4.58
20240124120008,10.95
20240124121008,13.95
20240124122008,13.77
20240124123008,12.05
20240124124008,13.17
20240124125008,12.41
20240124130008,0.0
20240124131008,0.0
20240124132008,0.0
20240124133008,0.0
20240124134008,1.1
20240124135008,0.0
20240124140008,7.76
20240124141008,6.78
20240124142008,6.77
20240124143008,4.13
20240124144008,5.77
20240124145008,5.25
20240124150008,4.53
20240124151008,6.85
20240124152008,8.67
20240124153008,8.45
20240124154008,8.92
20240124155008,7.94
20240124160008,8.56
20240124161008,10.03
20240124162008,8.29
20240124163008,8.57
20240124164008,8.19
20240124165008,7.85
20240128090008,1.05
20240128091008,0.34
20240128092008,2.97
20240128093008,3.81
20240128094008,0.0
20240128095008,0.71
20240128100008,1.85
20240128101008,0.82
20240128102008,0.0
20240128103008,3.57
20240128104008,3.31
20240128105008,0.58
20240128110008,5.85
20240128111008,8.8
20240128112008,8.23
20240128113008,9.35
20240128114008,5.3
20240128115008,6.9
20240128120008,6.08
20240128121008,7.31
20240128122008,7.37
20240128123008,12.27
20240128124008,12.0
20240128125008,12.53
20240128130008,10.71
20240128131008,9.45
20240128132008,10.71
20240128133008,11.0
20240128134008,11.22
20240128135008,9.24
20240128140008,7.58
20240128141008,6.03
20240128142008,6.0
20240128143008,8.4
20240128144008,9.09
20240128145008,8.56
20240128150008,7.93
20240128151008,5.95
20240128152008,6.54
20240128153008,6.11
20240128154008,4.29
20240128155008,5.59
20240128160008,0.0
20240128161008,0.0
20240128162008,0.0
20240128163008,0.0
20240128164008,0.0
20240128165008,0.0
20240204090008,7.91
20240204091008,13.99
20240204092008,19.06
20240204093008,20.49
20240204094008,18.48
20240204095008,22.84
20240204100008,6.43
20240204101008,10.18
20240204102008,7.3
20240204103008,0.0
20240204104008,10.31
20240204105008,56.25
20240204110008,52.08
20240204111008,126.84
20240204112008,234.61
20240204113008,325.92
20240204114008,530.19
20240204115008,619.15
20240204120008,857.68
20240204121008,931.98
20240204122008,745.15
20240204123008,709.34
20240204124008,524.98
20240204125008,557.46
20240204130008,498.17
20240204131008,496.47
20240204132008,285.73
20240204133008,230.49
20240204134008,161.35
20240204135008,89.95
20240204140008,146.75
20240204141008,91.55
20240204142008,89.31
20240204143008,60.97
20240204144008,52.84
20240204145008,38.67
20240204150008,20.63
20240204151008,16.82
20240204152008,10.44
20240204153008,5.14
20240204154008,6.38
20240204155008,7.84
20240204160008,0.0
20240204161008,0.0
20240204162008,0.0
20240204163008,0.0
20240204164008,0.0
20240204165008,0.0
20240218090008,0.0
20240218091008,0.0
20240218092008,18.58
20240218093008,51.22
20240218094008,101.45
20240218095008,117.48
20240218100008,194.75
20240218101008,308.18
20240218102008,552.79
20240218103008,757.11
20240218104008,899.41
20240218105008,528.31
20240218110008,1383.0
20240218111008,1380.58
20240218112008,1077.75
20240218113008,1027.92
20240218114008,1062.97
20240218115008,915.76
20240218120008,938.45
20240218121008,731.52
20240218122008,916.37
20240218123008,1000.53
20240218124008,1074.3
20240218125008,736.79
20240218130008,788.4
20240218131008,476.08
20240218132008,539.44
20240218133008,408.94
20240218134008,491.23
20240218135008,536.31
20240218140008,217.5
20240218141008,189.37
20240218142008,149.72
20240218143008,68.9
20240218144008,42.67
20240218145008,29.5
20240218150008,16.39
20240218151008,15.12
20240218152008,1.98
20240218153008,1.59
20240218154008,0.0
20240218155008,0.0
20240218160008,0.0
20240218161008,0.0
20240218162008,0.0
20240218163008,0.0
20240218164008,0.0
20240218165008,0.0
20240305090008,0.0
20240305091008,0.0
20240305092008,0.0
20240305093008,0.0
20240305094008,0.0
20240305095008,0.0
20240305100008,0.0
20240305101008,0.0
20240305102008,0.0
20240305103008,0.0
20240305104008,369.93
20240305105008,988.49
20240305110008,446.29
20240305111008,684.82
20240305112008,481.86
20240305113008,506.16
20240305114008,472.33
20240305115008,329.4
20240305120008,308.74
20240305121008,298.68
20240305122008,443.81
20240305123008,449.15
20240305124008,380.0
20240305125008,382.1
20240305130008,1404.06
20240305131008,1462.41
20240305132008,1487.37
20240305133008,1199.66
20240305134008,1078.2
20240305135008,1018.8
20240305140008,1456.06
20240305141008,1403.83
20240305142008,994.48
20240305143008,712.98
20240305144008,461.07
20240305145008,128.7
20240305150008,102.23
20240305151008,65.21
20240305152008,41.83
20240305153008,12.64
20240305154008,4.68
20240305155008,10.33
20240305160008,0.0
20240305161008,0.0
20240305162008,0.0
20240305163008,0.0
20240305164008,0.0
20240305165008,0.0
20240325090008,0.0
20240325091008,0.0
20240325092008,0.0
20240325093008,0.0
20240325094008,16.51
20240325095008,53.57
20240325100008,133.07
20240325101008,160.24
20240325102008,283.5
20240325103008,426.67
20240325104008,1176.21
20240325105008,1737.73
20240325110008,1804.2
20240325111008,1648.63
20240325112008,1846.85
20240325113008,1812.46
20240325114008,1889.94
20240325115008,1763.98
20240325120008,1929.09
20240325121008,1836.33
20240325122008,1977.61
20240325123008,1802.55
20240325124008,1813.78
20240325125008,1836.58
20240325130008,1465.09
20240325131008,1368.08
20240325132008,1253.2
20240325133008,1232.17
20240325134008,1445.87
20240325135008,1478.52
20240325140008,1426.64
20240325141008,1437.73
20240325142008,1511.28
20240325143008,950.66
20240325144008,70.82
20240325145008,17.03
20240325150008,51.79
20240325151008,35.12
20240325152008,7.89
20240325153008,0.6
20240325154008,0.0
20240325155008,0.0
20240325160008,0.0
20240325161008,0.0
20240325162008,0.0
20240325163008,0.0
20240325164008,0.0
20240325165008,0.0
20240518090008,0.84
20240518091008,23.24
20240518092008,44.38
20240518093008,80.86
20240518094008,123.24
20240518095008,163.52
20240518100008,274.48
20240518101008,211.37
20240518102008,264.24
20240518103008,278.9
20240518104008,542.62
20240518105008,628.07
20240518110008,1048.02
20240518111008,683.57
20240518112008,519.03
20240518113008,597.93
20240518114008,912.05
20240518115008,1007.03
20240518120008,1031.5
20240518121008,892.0
20240518122008,706.94
20240518123008,461.22
20240518124008,359.29
20240518125008,338.99
20240518130008,239.32
20240518131008,271.94
20240518132008,194.76
20240518133008,108.5
20240518134008,55.76
20240518135008,20.77
20240518140008,23.18
20240518141008,21.17
20240518142008,12.76
20240518143008,30.36
20240518144008,44.17
20240518145008,44.32
20240518150008,14.49
20240518151008,0.0
20240518152008,0.0
20240518153008,0.0
20240518154008,0.0
20240518155008,0.0
20240518160008,0.0
20240518161008,0.44
20240518162008,0.0
20240518163008,0.0
20240518164008,0.0
20240518165008,0.89
20240526090008,25.5
20240526091008,40.76
20240526092008,17.89
20240526093008,61.83
20240526094008,111.54
20240526095008,203.09
20240526100008,305.78
20240526101008,259.89
20240526102008,282.39
20240526103008,297.39
20240526104008,315.0
20240526105008,299.64
20240526110008,102.85
20240526111008,133.79
20240526112008,141.52
20240526113008,90.87
20240526114008,83.22
20240526115008,89.11
20240526120008,96.06
20240526121008,75.13
20240526122008,59.25
20240526123008,52.02
20240526124008,56.41
20240526125008,33.1
20240526130008,20.2
20240526131008,15.07
20240526132008,17.23
20240526133008,15.2
20240526134008,22.17
20240526135008,22.86
20240526140008,33.53
20240526141008,35.34
20240526142008,34.4
20240526143008,28.68
20240526144008,36.42
20240526145008,33.72
20240526150008,17.47
20240526151008,22.26
20240526152008,8.78
20240526153008,15.88
20240526154008,20.36
20240526155008,17.36
20240526160008,27.43
20240526161008,19.49
20240526162008,23.04
20240526163008,21.38
20240526164008,21.92
20240526165008,19.63
20240529090008,60.02
20240529091008,91.05
20240529092008,102.13
20240529093008,153.66
20240529094008,279.18
20240529095008,403.02
20240529100008,223.94
20240529101008,185.91
20240529102008,225.69
20240529103008,185.95
20240529104008,247.74
20240529105008,287.54
20240529110008,294.01
20240529111008,260.84
20240529112008,219.4
20240529113008,233.92
20240529114008,320.5
20240529115008,546.76
20240529120008,552.66
20240529121008,622.37
20240529122008,599.45
20240529123008,535.75
20240529124008,608.31
20240529125008,541.5
20240529130008,279.4
20240529131008,161.14
20240529132008,137.91
20240529133008,104.34
20240529134008,94.06
20240529135008,107.66
20240529140008,93.95
20240529141008,85.12
20240529142008,78.27
20240529143008,70.55
20240529144008,61.15
20240529145008,49.14
20240529150008,47.73
20240529151008,45.7
20240529152008,39.68
20240529153008,36.82
20240529154008,29.19
20240529155008,26.15
20240529160008,12.8
20240529161008,11.11
20240529162008,12.34
20240529163008,9.64
20240529164008,8.36
20240529165008,7.13
20240607090008,7.63
20240607091008,12.08
20240607092008,16.93
20240607093008,21.69
20240607094008,25.06
20240607095008,32.0
20240607100008,59.99
20240607101008,90.71
20240607102008,107.1
20240607103008,145.05
20240607104008,202.25
20240607105008,297.01
20240607110008,499.7
20240607111008,549.67
20240607112008,556.25
20240607113008,552.46
20240607114008,521.98
20240607115008,622.59
20240607120008,798.14
20240607121008,741.6
20240607122008,611.52
20240607123008,358.06
20240607124008,499.28
20240607125008,441.31
20240607130008,194.11
20240607131008,156.2
20240607132008,155.08
20240607133008,131.29
20240607134008,108.46
20240607135008,71.15
20240607140008,72.64
20240607141008,49.91
20240607142008,23.34
20240607143008,15.88
20240607144008,11.83
20240607145008,11.02
20240607150008,4.19
20240607151008,0.0
20240607152008,0.0
20240607153008,0.0
20240607154008,0.0
20240607155008,10.45
20240607160008,18.29
20240607161008,16.88
20240607162008,16.52
20240607163008,14.49
20240607164008,15.6
20240607165008,16.35
20240613090008,0.02
20240613091008,4.63
20240613092008,4.79
20240613093008,10.54
20240613094008,14.76
20240613095008,9.11
20240613100008,35.49
20240613101008,2.89
20240613102008,29.3
20240613103008,89.11
20240613104008,126.38
20240613105008,184.5
20240613110008,249.03
20240613111008,330.11
20240613112008,412.03
20240613113008,683.07
20240613114008,773.05
20240613115008,706.59
20240613120008,746.76
20240613121008,772.72
20240613122008,580.05
20240613123008,609.77
20240613124008,949.83
20240613125008,625.04
20240613130008,1032.65
20240613131008,875.56
20240613132008,814.26
20240613133008,536.13
20240613134008,708.37
20240613135008,698.52
20240613140008,388.79
20240613141008,301.49
20240613142008,287.06
20240613143008,173.36
20240613144008,58.69
20240613145008,50.16
20240613150008,28.24
20240613151008,18.45
20240613152008,11.31
20240613153008,16.15
20240613154008,15.29
20240613155008,15.02
20240613160008,25.51
20240613161008,17.59
20240613162008,14.34
20240613163008,12.99
20240613164008,14.95
20240613165008,14.64
20240628090008,7.44
20240628091008,8.87
20240628092008,6.81
20240628093008,9.43
20240628094008,7.01
20240628095008,1.41
20240628100008,0.04
20240628101008,4.59
20240628102008,4.98
20240628103008,3.18
20240628104008,2.32
20240628105008,3.36
20240628110008,17.99
20240628111008,26.25
20240628112008,65.49
20240628113008,105.49
20240628114008,78.64
20240628115008,77.36
20240628120008,59.97
20240628121008,9.57
20240628122008,37.14
20240628123008,786.73
20240628124008,1421.17
20240628125008,1024.4
20240628130008,903.78
20240628131008,852.83
20240628132008,849.72
20240628133008,642.9
20240628134008,555.24
20240628135008,492.5
20240628140008,328.64
20240628141008,236.35
20240628142008,117.61
20240628143008,36.19
20240628144008,2.81
20240628145008,0.0
20240628150008,1.77
20240628151008,2.48
20240628152008,0.0
20240628153008,1.43
20240628154008,0.0
20240628155008,0.0
20240628160008,15.87
20240628161008,12.9
20240628162008,13.59
20240628163008,10.39
20240628164008,13.16
20240628165008,12.4
20240705090008,21.7
20240705091008,20.62
20240705092008,21.08
20240705093008,20.94
20240705094008,22.52
20240705095008,22.54
20240705100008,11.82
20240705101008,11.79
20240705102008,11.79
20240705103008,11.27
20240705104008,10.38
20240705105008,7.01
20240705110008,7.53
20240705111008,7.79
20240705112008,9.66
20240705113008,13.38
20240705114008,6.64
20240705115008,10.5
20240705120008,2.71
20240705121008,7.88
20240705122008,302.11
20240705123008,1126.27
20240705124008,1344.9
20240705125008,1060.29
20240705130008,1457.34
20240705131008,1414.63
20240705132008,1291.53
20240705133008,1402.18
20240705134008,1381.1
20240705135008,1377.62
20240705140008,1313.25
20240705141008,1180.46
20240705142008,990.54
20240705143008,63.67
20240705144008,135.85
20240705145008,84.77
20240705150008,46.29
20240705151008,48.26
20240705152008,36.36
20240705153008,37.77
20240705154008,19.03
20240705155008,24.15
20240705160008,21.52
20240705161008,18.13
20240705162008,11.7
20240705163008,10.65
20240705164008,6.96
20240705165008,5.73
20240709090008,7.91
20240709091008,7.82
20240709092008,8.7
20240709093008,8.75
20240709094008,0.0
20240709095008,0.0
20240709100008,2.11
20240709101008,6.32
20240709102008,4.22
20240709103008,10.16
20240709104008,5.04
20240709105008,7.46
20240709110008,8.85
20240709111008,11.72
20240709112008,14.26
20240709113008,14.07
20240709114008,17.96
20240709115008,16.71
20240709120008,4.77
20240709121008,19.4
20240709122008,790.9
20240709123008,1251.67
20240709124008,1072.7
20240709125008,1251.27
20240709130008,1218.05
20240709131008,1130.65
20240709132008,1102.94
20240709133008,1066.47
20240709134008,904.59
20240709135008,1046.64
20240709140008,1063.79
20240709141008,1047.42
20240709142008,985.94
20240709143008,381.89
20240709144008,291.05
20240709145008,96.79
20240709150008,56.41
20240709151008,58.22
20240709152008,60.75
20240709153008,51.72
20240709154008,13.89
20240709155008,15.32
20240709160008,30.15
20240709161008,24.64
20240709162008,17.76
20240709163008,14.15
20240709164008,9.65
20240709165008,8.24
20240715090008,8.42
20240715091008,5.99
20240715092008,4.38
20240715093008,5.12
20240715094008,8.14
20240715095008,18.01
20240715100008,0.0
20240715101008,0.0
20240715102008,0.0
20240715103008,0.0
20240715104008,0.0
20240715105008,0.0
20240715110008,21.46
20240715111008,7.92
20240715112008,11.5
20240715113008,22.49
20240715114008,51.69
20240715115008,51.2
20240715120008,56.84
20240715121008,898.37
20240715122008,1684.31
20240715123008,1129.59
20240715124008,1179.38
20240715125008,1134.76
20240715130008,1223.87
20240715131008,1086.68
20240715132008,1010.41
20240715133008,782.41
20240715134008,568.72
20240715135008,846.61
20240715140008,870.9
20240715141008,941.9
20240715142008,678.59
20240715143008,475.93
20240715144008,278.09
20240715145008,174.91
20240715150008,100.32
20240715151008,107.06
20240715152008,46.96
20240715153008,29.14
20240715154008,29.56
20240715155008,30.62
20240715160008,23.6
20240715161008,14.93
20240715162008,14.51
20240715163008,17.83
20240715164008,15.82
20240715165008,13.06
20240719090008,13.48
20240719091008,13.04
20240719092008,10.56
20240719093008,12.55
20240719094008,17.83
20240719095008,15.69
20240719100008,5.64
20240719101008,0.0
20240719102008,0.0
20240719103008,0.91
20240719104008,15.15
20240719105008,41.9
20240719110008,12.01
20240719111008,7.28
20240719112008,9.47
20240719113008,11.12
20240719114008,7.25
20240719115008,15.01
20240719120008,579.37
20240719121008,1276.3
20240719122008,1237.68
20240719123008,1387.35
20240719124008,1336.12
20240719125008,1442.03
20240719130008,1476.14
20240719131008,1527.43
20240719132008,1317.17
20240719133008,1468.93
20240719134008,1411.19
20240719135008,1372.14
20240719140008,1222.8
20240719141008,1150.98
20240719142008,987.7
20240719143008,568.6
20240719144008,233.74
20240719145008,176.74
20240719150008,115.5
20240719151008,80.98
20240719152008,48.18
20240719153008,62.57
20240719154008,68.17
20240719155008,42.62
20240719160008,28.05
20240719161008,20.16
20240719162008,31.23
20240719163008,24.67
20240719164008,14.61
20240719165008,13.62
20240309090009,29.74
20240309091009,30.24
20240309092009,39.85
20240309093009,51.41
20240309094009,45.24
20240309095009,59.37
20240309100009,73.46
20240309101009,108.9
20240309102009,139.25
20240309103009,156.73
20240309104009,267.39
20240309105009,440.63
20240309110009,228.64
20240309111009,77.64
20240309112009,90.05
20240309113009,67.16
20240309114009,47.09
20240309115009,29.04
20240309120009,93.98
20240309121009,146.99
20240309122009,273.91
20240309123009,123.6
20240309124009,112.91
20240309125009,86.97
20240309130009,33.42
20240309131009,18.48
20240309132009,0.0
20240309133009,0.0
20240309134009,0.0
20240309135009,0.0
20240309140009,0.0
20240309141009,0.0
20240309142009,0.0
20240309143009,0.0
20240309144009,0.0
20240309145009,0.0
20240309150009,0.0
20240309151009,0.0
20240309152009,0.0
20240309153009,4.19
20240309154009,3.94
20240309155009,3.52
20240309160009,0.0
20240309161009,0.0
20240309162009,0.0
20240309163009,0.0
20240309164009,0.0
20240309165009,0.0
20240314090009,0.0
20240314091009,0.0
20240314092009,0.0
20240314093009,0.0
20240314094009,1.48
20240314095009,13.33
20240314100009,8.24
20240314101009,0.23
20240314102009,9.18
20240314103009,26.75
20240314104009,45.43
20240314105009,74.19
20240314110009,92.96
20240314111009,73.89
20240314112009,71.83
20240314113009,70.04
20240314114009,75.03
20240314115009,79.27
20240314120009,45.26
20240314121009,30.21
20240314122009,19.0
20240314123009,20.68
20240314124009,22.67
20240314125009,24.8
20240314130009,36.56
20240314131009,35.7
20240314132009,36.48
20240314133009,38.75
20240314134009,44.24
20240314135009,43.92
20240314140009,70.6
20240314141009,84.61
20240314142009,93.47
20240314143009,99.27
20240314144009,193.89
20240314145009,289.72
20240314150009,231.23
20240314151009,217.33
20240314152009,202.75
20240314153009,155.9
20240314154009,130.38
20240314155009,82.34
20240314160009,22.48
20240314161009,15.65
20240314162009,10.48
20240314163009,9.35
20240314164009,7.05
20240314165009,5.37
20240414090009,197.34
20240414091009,509.49
20240414092009,570.08
20240414093009,683.55
20240414094009,658.32
20240414095009,823.75
20240414100009,1211.24
20240414101009,1320.71
20240414102009,1097.22
20240414103009,1136.38
20240414104009,944.49
20240414105009,1088.5
20240414110009,979.14
20240414111009,1020.61
20240414112009,1206.43
20240414113009,725.21
20240414114009,447.72
20240414115009,399.68
20240414120009,331.72
20240414121009,185.29
20240414122009,91.42
20240414123009,125.58
20240414124009,57.77
20240414125009,67.81
20240414130009,91.24
20240414131009,44.59
20240414132009,30.17
20240414133009,24.46
20240414134009,37.73
20240414135009,44.98
20240414140009,53.11
20240414141009,47.17
20240414142009,34.93
20240414143009,43.42
20240414144009,31.57
20240414145009,29.34
20240414150009,22.29
20240414151009,15.75
20240414152009,18.71
20240414153009,12.33
20240414154009,15.24
20240414155009,15.29
20240414160009,0.0
20240414161009,0.0
20240414162009,0.0
20240414163009,0.0
20240414164009,0.0
20240414165009,0.0
20240506090009,115.72
20240506091009,282.87
20240506092009,285.1
20240506093009,373.87
20240506094009,477.85
20240506095009,640.01
20240506100009,805.75
20240506101009,722.2
20240506102009,777.21
20240506103009,718.69
20240506104009,621.18
20240506105009,636.69
20240506110009,667.84
20240506111009,787.03
20240506112009,752.8
20240506113009,753.04
20240506114009,736.49
20240506115009,933.04
20240506120009,622.36
20240506121009,638.83
20240506122009,836.5
20240506123009,361.7
20240506124009,435.37
20240506125009,482.47
20240506130009,99.15
20240506131009,72.41
20240506132009,13.94
20240506133009,13.12
20240506134009,14.7
20240506135009,1.1
20240506140009,0.0
20240506141009,0.0
20240506142009,0.0
20240506143009,0.0
20240506144009,0.0
20240506145009,0.0
20240506150009,3.78
20240506151009,0.0
20240506152009,0.49
20240506153009,0.0
20240506154009,0.0
20240506155009,0.0
20240506160009,7.22
20240506161009,7.99
20240506162009,6.26
20240506163009,6.71
20240506164009,2.88
20240506165009,2.68
20240526090009,3.66
20240526091009,76.4
20240526092009,115.44
20240526093009,229.41
20240526094009,290.76
20240526095009,481.15
20240526100009,487.67
20240526101009,477.1
20240526102009,452.48
20240526103009,444.13
20240526104009,443.04
20240526105009,490.14
20240526110009,342.24
20240526111009,312.31
20240526112009,123.05
20240526113009,160.62
20240526114009,98.37
20240526115009,79.21
20240526120009,75.43
20240526121009,101.34
20240526122009,85.41
20240526123009,80.84
20240526124009,46.67
20240526125009,47.23
20240526130009,18.11
20240526131009,19.26
20240526132009,17.79
20240526133009,18.62
20240526134009,16.29
20240526135009,14.42
20240526140009,21.95
20240526141009,34.2
20240526142009,30.35
20240526143009,26.62
20240526144009,32.67
20240526145009,36.48
20240526150009,9.59
20240526151009,17.49
20240526152009,13.2
20240526153009,9.57
20240526154009,17.26
20240526155009,17.84
20240526160009,25.85
20240526161009,19.16
20240526162009,14.27
20240526163009,14.24
20240526164009,16.26
20240526165009,13.98
20240614090009,25.47
20240614091009,52.1
20240614092009,37.57
20240614093009,48.28
20240614094009,62.35
20240614095009,115.32
20240614100009,143.03
20240614101009,210.98
20240614102009,219.49
20240614103009,278.01
20240614104009,238.6
20240614105009,264.98
20240614110009,258.88
20240614111009,256.71
20240614112009,214.9
20240614113009,162.74
20240614114009,124.31
20240614115009,129.49
20240614120009,67.03
20240614121009,66.61
20240614122009,41.6
20240614123009,48.81
20240614124009,41.05
20240614125009,56.93
20240614130009,50.8
20240614131009,32.27
20240614132009,27.99
20240614133009,5.73
20240614134009,3.02
20240614135009,10.87
20240614140009,23.47
20240614141009,19.08
20240614142009,17.99
20240614143009,14.85
20240614144009,9.84
20240614145009,4.41
20240614150009,0.0
20240614151009,0.0
20240614152009,0.0
20240614153009,0.0
20240614154009,0.0
20240614155009,0.0
20240614160009,19.41
20240614161009,19.11
20240614162009,17.38
20240614163009,17.65
20240614164009,15.17
20240614165009,12.57
20240621090009,10.34
20240621091009,4.06
20240621092009,82.7
20240621093009,121.22
20240621094009,182.9
20240621095009,130.46
20240621100009,349.96
20240621101009,482.58
20240621102009,693.64
20240621103009,716.62
20240621104009,430.83
20240621105009,601.0
20240621110009,605.44
20240621111009,393.95
20240621112009,397.7
20240621113009,375.05
20240621114009,285.25
20240621115009,232.9
20240621120009,192.35
20240621121009,63.52
20240621122009,26.5
20240621123009,9.52
20240621124009,0.0
20240621125009,0.0
20240621130009,3.01
20240621131009,0.0
20240621132009,0.0
20240621133009,0.0
20240621134009,0.0
20240621135009,0.0
20240621140009,0.0
20240621141009,0.0
20240621142009,0.0
20240621143009,0.0
20240621144009,0.0
20240621145009,2.77
20240621150009,0.0
20240621151009,0.0
20240621152009,1.29
20240621153009,0.09
20240621154009,0.0
20240621155009,1.39
20240621160009,4.12
20240621161009,4.61
20240621162009,4.48
20240621163009,6.66
20240621164009,6.3
20240621165009,6.57
20240628090009,38.47
20240628091009,92.23
20240628092009,98.11
20240628093009,100.84
20240628094009,104.83
20240628095009,139.49
20240628100009,243.5
20240628101009,666.02
20240628102009,733.78
20240628103009,792.87
20240628104009,954.73
20240628105009,696.21
20240628110009,541.18
20240628111009,272.24
20240628112009,267.49
20240628113009,274.43
20240628114009,192.77
20240628115009,134.48
20240628120009,82.02
20240628121009,22.29
20240628122009,0.0
20240628123009,0.0
20240628124009,0.0
20240628125009,0.0
20240628130009,0.0
20240628131009,0.0
20240628132009,0.0
20240628133009,2.94
20240628134009,0.0
20240628135009,3.25
20240628140009,0.0
20240628141009,4.91
20240628142009,0.0
20240628143009,0.0
20240628144009,0.0
20240628145009,0.0
20240628150009,0.0
20240628151009,0.0
20240628152009,0.0
20240628153009,0.0
20240628154009,0.0
20240628155009,0.0
20240628160009,4.56
20240628161009,4.58
20240628162009,5.29
20240628163009,7.32
20240628164009,5.07
20240628165009,5.18
20240717090009,1.47
20240717091009,82.01
20240717092009,719.85
20240717093009,1018.31
20240717094009,1021.29
20240717095009,1197.25
20240717100009,1201.77
20240717101009,1117.05
20240717102009,1228.04
20240717103009,1225.1
20240717104009,1137.26
20240717105009,1213.42
20240717110009,1197.54
20240717111009,1311.58
20240717112009,1254.35
20240717113009,220.37
20240717114009,0.0
20240717115009,3.82
20240717120009,36.25
20240717121009,36.08
20240717122009,36.15
20240717123009,37.82
20240717124009,25.05
20240717125009,26.34
20240717130009,26.64
20240717131009,26.94
20240717132009,29.37
20240717133009,29.37
20240717134009,32.06
20240717135009,32.06
20240717140009,28.17
20240717141009,20.6
20240717142009,23.32
20240717143009,15.92
20240717144009,18.81
20240717145009,32.71
20240717150009,28.08
20240717151009,22.69
20240717152009,17.64
20240717153009,17.09
20240717154009,13.92
20240717155009,13.8
20240717160009,11.71
20240717161009,10.9
20240717162009,4.4
20240717163009,3.57
20240717164009,2.74
20240717165009,2.98
20240316090010,258.99
20240316091010,269.04
20240316092010,295.12
20240316093010,378.65
20240316094010,390.72
20240316095010,415.84
20240316100010,873.66
20240316101010,1129.89
20240316102010,1251.88
20240316103010,1441.05
20240316104010,1366.63
20240316105010,1130.37
20240316110010,999.7
20240316111010,987.6
20240316112010,1146.85
20240316113010,1259.47
20240316114010,1267.68
20240316115010,1312.87
20240316120010,1238.74
20240316121010,1284.61
20240316122010,1162.92
20240316123010,1190.77
20240316124010,1036.72
20240316125010,766.41
20240316130010,937.44
20240316131010,818.11
20240316132010,802.05
20240316133010,842.56
20240316134010,646.77
20240316135010,384.59
20240316140010,175.75
20240316141010,174.05
20240316142010,159.6
20240316143010,155.02
20240316144010,155.43
20240316145010,142.96
20240316150010,109.43
20240316151010,83.45
20240316152010,61.57
20240316153010,38.47
20240316154010,27.95
20240316155010,18.21
20240316160010,14.37
20240316161010,4.12
20240316162010,0.0
20240316163010,0.0
20240316164010,0.0
20240316165010,0.0
20240324090010,437.12
20240324091010,779.77
20240324092010,1031.29
20240324093010,1064.32
20240324094010,1115.86
20240324095010,1248.04
20240324100010,1332.83
20240324101010,1300.53
20240324102010,985.18
20240324103010,839.1
20240324104010,1322.7
20240324105010,1353.12
20240324110010,1390.52
20240324111010,1425.81
20240324112010,1376.16
20240324113010,1061.54
20240324114010,1220.96
20240324115010,1421.71
20240324120010,958.7
20240324121010,1381.2
20240324122010,1149.19
20240324123010,1483.51
20240324124010,1140.97
20240324125010,1257.08
20240324130010,1003.78
20240324131010,1052.44
20240324132010,1409.58
20240324133010,1233.65
20240324134010,1090.32
20240324135010,1208.59
20240324140010,1176.34
20240324141010,1015.4
20240324142010,1253.5
20240324143010,910.1
20240324144010,434.55
20240324145010,254.05
20240324150010,70.47
20240324151010,52.31
20240324152010,46.34
20240324153010,49.1
20240324154010,52.6
20240324155010,64.76
20240324160010,43.95
20240324161010,19.27
20240324162010,0.0
20240324163010,0.0
20240324164010,0.0
20240324165010,0.0
20240412090010,391.15
20240412091010,443.45
20240412092010,490.99
20240412093010,465.56
20240412094010,513.91
20240412095010,661.6
20240412100010,615.74
20240412101010,613.78
20240412102010,709.87
20240412103010,844.04
20240412104010,943.45
20240412105010,1077.89
20240412110010,1337.37
20240412111010,1278.42
20240412112010,1345.49
20240412113010,1480.38
20240412114010,1374.42
20240412115010,1291.78
