Sunlight(Lux),WSGust,WDGust,GloblRad,Precp,TxSoil0cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,WindSpeed(m/s)_yes,Pressure(hpa)_yes,Temperature(°C)_yes,Humidity(%)_yes,Sunlight(Lux)_yes,Power(mW)_yes,WSGust_yes,WDGust_yes,GloblRad_yes,Precp_yes,TxSoil0cm_yes,TxSoil10cm_yes,TxSoil20cm_yes,TxSoil50cm_yes,TxSoil100cm_yes,Sunlight(Lux)_last_min,Sunlight(Lux)_last_2min,Time,Minute,Direction_x,Direction_y,Location,Height,Predicted_Power
8812.802703526631,3.8,105.0,0.3,0.0,20.4,20.8,21.0,21.5,21.7,0.17,1010.94,20.49,98.07,7945.83,14.94,1.6,73.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,9576.453963919008,9829.879646088093,32.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,7.7
8692.430641982002,3.8,105.0,0.3,0.0,20.4,20.8,21.0,21.5,21.7,0.17,1010.82,21.15,95.7,9771.25,23.34,1.6,73.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,8812.802703526631,9576.453963919008,33.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,9.15
8992.423249509864,3.8,105.0,0.3,0.0,20.4,20.8,21.0,21.5,21.7,1.1,1010.77,20.81,94.27,9357.0,21.73,1.6,73.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,8692.430641982002,8812.802703526631,34.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,12.48
8675.746501570307,3.8,105.0,0.3,0.0,20.4,20.8,21.0,21.5,21.7,1.23,1010.82,19.9,98.43,6606.58,9.79,1.6,73.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,8992.423249509864,8692.430641982002,35.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,12.32
8181.254680376729,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,1.06,1010.75,19.74,99.84,6345.83,9.31,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,8675.746501570307,8992.423249509864,36.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,22.99
7610.221887214358,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,0.46,1010.68,20.12,98.79,6892.83,10.97,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,8181.254680376729,8675.746501570307,37.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,20.1
6880.228665011546,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,0.08,1010.6,20.64,96.78,6642.5,10.22,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,7610.221887214358,8181.254680376729,38.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,6.18
5766.198626274466,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,0.17,1010.5,21.04,94.74,6317.42,9.26,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,6880.228665011546,7610.221887214358,39.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,4.23
5115.491395216312,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,0.5,1010.52,20.91,94.25,5957.42,8.4,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,5766.198626274466,6880.228665011546,40.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,5.33
4633.149693862352,2.5,92.0,0.2,0.0,20.4,20.8,21.0,21.4,21.7,0.42,1010.55,20.18,97.58,5088.17,5.81,2.3,16.0,0.2,0.0,21.4,21.6,21.7,21.7,21.5,5115.491395216312,5766.198626274466,41.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,10.45
4145.829960738415,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.78,1010.64,19.62,100.0,3616.42,2.94,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,4633.149693862352,5115.491395216312,42.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.55
3590.104378235938,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.37,1010.67,19.24,100.0,2791.25,1.73,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,4145.829960738415,4633.149693862352,43.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.25
2920.6128499185415,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.09,1010.74,19.36,100.0,2490.67,1.34,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,3590.104378235938,4145.829960738415,44.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.0
2609.476258510719,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.22,1010.71,19.21,100.0,2333.42,1.26,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,2920.6128499185415,3590.104378235938,45.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.03
2246.4566777140794,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.21,1010.7,19.13,100.0,1913.92,0.84,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,2609.476258510719,2920.6128499185415,46.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.0
1911.903334470356,1.7,280.0,0.2,0.0,20.4,20.8,20.9,21.4,21.7,0.07,1010.7,19.1,100.0,1700.5,0.68,2.7,32.0,0.2,0.0,21.3,21.6,21.7,21.7,21.5,2246.4566777140794,2609.476258510719,47.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,0.0
19389.37035245876,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.0,1000.58,34.7,59.39,28883.92,211.7,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,21612.58,18284.08,0.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,67.44
19565.977937170996,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.34,1000.58,32.19,68.49,24931.25,156.66,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,19389.37035245876,21612.58,1.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,84.78
18645.637871837596,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.1,1000.55,31.66,72.0,24989.5,157.11,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,19565.977937170996,19389.37035245876,2.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,74.25
19835.85709617078,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.0,1000.54,32.33,69.33,28878.17,211.92,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,18645.637871837596,19565.977937170996,3.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,84.12
21949.50157029373,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.43,1000.47,33.72,61.12,34682.08,299.55,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,19835.85709617078,18645.637871837596,4.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,122.61
24731.68016042982,1.6,274.0,0.6,0.0,24.8,24.8,25.1,25.6,25.5,0.29,1000.3,36.17,53.03,50472.06,651.36,1.2,116.0,1.2,0.0,25.0,25.0,25.2,25.8,25.6,21949.50157029373,19835.85709617078,5.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,113.38
26086.108305304962,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.43,1000.27,37.85,44.96,47545.67,562.76,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,24731.68016042982,21949.50157029373,6.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,230.48
26101.90417834893,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.19,1000.17,36.08,48.31,34024.31,289.8,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,26086.108305304962,24731.68016042982,7.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,190.29
23210.64335301682,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.02,1000.19,34.99,53.23,31968.25,254.49,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,26101.90417834893,26086.108305304962,8.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,181.07
25242.651673693257,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.03,1000.24,35.44,54.1,35725.41,317.16,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,23210.64335301682,26101.90417834893,9.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,162.92
28064.105435796453,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.07,1000.13,36.69,51.82,27731.33,192.65,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,25242.651673693257,23210.64335301682,10.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,204.23
30392.40339602463,1.7,279.0,0.6,0.0,25.0,25.0,25.1,25.6,25.5,0.07,1000.22,34.5,55.13,25996.39,164.81,2.3,313.0,1.1,0.0,25.4,25.1,25.2,25.8,25.6,28064.105435796453,25242.651673693257,11.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,235.51
28951.5829495985,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.0,1000.27,33.6,59.1,20808.17,104.8,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,30392.40339602463,28064.105435796453,12.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,188.21
27240.89093503179,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.05,1000.31,32.49,63.31,16292.58,62.21,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,28951.5829495985,30392.40339602463,13.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,211.55
25141.441290957817,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.0,1000.4,31.78,69.09,13977.33,45.78,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,27240.89093503179,28951.5829495985,14.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,163.78
23587.295825884037,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.0,1000.67,31.16,74.2,14551.5,48.89,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,25141.441290957817,27240.89093503179,15.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,159.58
22826.733507952536,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.0,1000.48,29.47,91.8,14256.95,47.43,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,23587.295825884037,25141.441290957817,16.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,167.71
21041.791892969086,2.3,311.0,0.7,0.0,25.3,25.1,25.1,25.6,25.5,0.1,999.87,28.01,97.45,12153.75,34.49,2.1,329.0,1.2,0.0,25.7,25.3,25.3,25.7,25.6,22826.733507952536,23587.295825884037,17.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,158.49
20793.161060636063,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.14,999.96,26.42,100.0,13818.83,46.42,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,21041.791892969086,22826.733507952536,18.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,116.11
20641.53872484945,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.0,1000.25,27.38,100.0,16300.0,65.71,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,20793.161060636063,21041.791892969086,19.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,88.92
19110.178527559052,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.02,1000.35,27.33,100.0,15103.08,54.56,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,20641.53872484945,20793.161060636063,20.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,83.15
18057.39117276126,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.02,1000.3,27.68,100.0,15506.58,56.85,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,19110.178527559052,20641.53872484945,21.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,101.16
17398.59359435242,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.02,999.98,27.53,100.0,14365.42,48.79,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,18057.39117276126,19110.178527559052,22.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,68.85
17191.86444694408,2.4,222.0,0.8,0.0,25.7,25.2,25.2,25.6,25.5,0.04,999.89,27.39,100.0,13982.08,46.29,1.5,111.0,0.5,0.0,25.8,25.5,25.4,25.7,25.6,17398.59359435242,18057.39117276126,23.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,82.98
22047.98549111651,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.0,999.72,26.88,100.0,14818.92,52.57,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,17191.86444694408,17398.59359435242,24.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,117.73
25057.055600860844,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.04,999.49,27.41,100.0,15540.16,57.77,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,22047.98549111651,17191.86444694408,25.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,145.0
24103.648999311124,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.0,999.59,27.81,100.0,13910.83,50.56,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,25057.055600860844,22047.98549111651,26.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,169.95
29138.46464631981,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.09,999.44,27.84,100.0,15698.17,59.57,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,24103.648999311124,25057.055600860844,27.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,243.28
37650.64462355008,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.0,999.47,27.87,100.0,13168.67,41.52,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,29138.46464631981,24103.648999311124,28.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,322.72
34216.69125909871,1.0,328.0,0.7,0.0,25.9,25.4,25.3,25.6,25.5,0.0,999.64,27.8,100.0,10549.58,25.31,1.0,34.0,0.5,0.0,25.9,25.7,25.5,25.7,25.6,37650.64462355008,29138.46464631981,29.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,270.31
32119.955953403947,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,0.2,999.89,28.11,100.0,8606.58,16.4,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,34216.69125909871,37650.64462355008,30.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,336.48
29866.101920808152,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,0.89,1000.43,26.77,100.0,9252.75,19.08,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,32119.955953403947,34216.69125909871,31.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,288.11
27703.79662050536,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,1.34,1000.33,25.61,100.0,7714.75,13.64,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,29866.101920808152,32119.955953403947,32.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,263.33
24253.095276757846,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,0.2,1000.07,25.34,100.0,7317.5,13.29,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,27703.79662050536,29866.101920808152,33.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,199.79
25345.345281831767,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,0.45,999.71,25.66,100.0,9249.83,21.63,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,24253.095276757846,27703.79662050536,34.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,239.84
24304.796611115387,1.7,121.0,1.2,0.0,26.4,25.6,25.4,25.5,25.5,0.31,999.13,26.52,100.0,12868.25,42.15,1.3,103.0,0.4,0.0,26.0,25.7,25.6,25.7,25.6,25345.345281831767,24253.095276757846,35.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,179.74
24001.392191562707,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,0.0,998.75,27.0,100.0,10358.08,28.07,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,24304.796611115387,25345.345281831767,36.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,182.59
23730.571321867217,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,0.26,998.66,27.5,100.0,11195.25,31.05,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,24001.392191562707,24304.796611115387,37.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,173.65
21363.62827786459,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,0.46,998.12,26.95,100.0,7497.67,13.95,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,23730.571321867217,24001.392191562707,38.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,147.63
19106.75689860927,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,0.32,998.3,26.34,100.0,5550.83,7.33,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,21363.62827786459,23730.571321867217,39.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,113.76
18458.161500805236,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,2.32,998.85,25.69,100.0,5842.33,8.5,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,19106.75689860927,21363.62827786459,40.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,121.97
18442.015877645594,1.6,78.0,1.1,0.0,26.8,25.9,25.5,25.5,25.5,1.8,998.76,25.56,100.0,7639.83,14.69,1.6,225.0,0.3,0.0,25.9,25.8,25.7,25.7,25.6,18458.161500805236,19106.75689860927,41.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,132.8
18495.181881041273,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,1.6,998.45,26.03,100.0,7029.33,12.63,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,18442.015877645594,18458.161500805236,42.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,104.55
16718.04525750454,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,1.59,997.85,25.93,100.0,5866.75,9.58,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,18495.181881041273,18442.015877645594,43.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,88.17
13794.848309925992,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,0.22,998.32,26.51,100.0,5260.0,9.33,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,16718.04525750454,18495.181881041273,44.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,61.44
11533.809948467322,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,0.0,998.41,26.94,100.0,4843.67,9.67,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,13794.848309925992,16718.04525750454,45.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,43.93
10290.395336071748,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,0.03,998.25,27.13,100.0,5107.33,9.25,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,11533.809948467322,13794.848309925992,46.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,33.81
9056.272692040458,2.6,120.0,0.9,0.0,27.0,26.1,25.6,25.5,25.5,0.0,998.33,27.41,100.0,4989.08,8.9,2.9,227.0,0.3,0.0,25.8,25.8,25.7,25.7,25.6,10290.395336071748,11533.809948467322,47.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,21.48
26752.3059854476,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,1.5,1008.61,34.95,70.69,46077.17,638.49,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,27407.42,27979.92,0.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,222.95
25838.561682860323,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,1.86,1008.49,36.99,55.61,55543.2,843.66,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,26752.3059854476,27407.42,1.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,217.21
23531.644938446592,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,1.61,1008.57,39.89,44.96,66437.83,1197.5,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,25838.561682860323,26752.3059854476,2.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,236.38
21654.651032036152,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,1.4,1008.57,37.99,49.27,48025.08,599.71,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,23531.644938446592,25838.561682860323,3.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,175.15
19485.36858863613,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,2.07,1008.46,37.06,51.71,49763.37,648.76,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,21654.651032036152,23531.644938446592,4.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,132.97
19063.57160825959,2.5,27.0,1.0,0.0,26.2,26.3,26.6,27.1,26.2,1.63,1008.34,39.93,42.76,76112.03,1454.72,2.7,117.0,1.1,0.0,27.6,27.5,27.6,27.3,26.0,19485.36858863613,21654.651032036152,5.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,156.23
17121.98049392871,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.57,1008.22,39.79,43.94,88259.8,1730.35,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,19063.57160825959,19485.36858863613,6.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,112.27
17300.083478664015,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.2,1008.28,39.13,45.98,65030.52,1047.89,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,17121.98049392871,19063.57160825959,7.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,112.39
17587.791526514393,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.74,1008.24,37.87,49.01,66519.05,1043.2,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,17300.083478664015,17121.98049392871,8.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,115.81
16970.13673932449,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.77,1008.26,35.75,57.75,52898.74,689.36,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,17587.791526514393,17300.083478664015,9.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,72.65
14224.921925839404,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.53,1008.42,34.72,63.74,37019.99,338.9,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,16970.13673932449,17587.791526514393,10.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,46.65
13265.951892997966,3.2,111.0,0.9,0.0,26.4,26.5,26.6,27.1,26.2,2.87,1008.44,34.35,65.52,46225.82,574.31,4.0,27.0,2.2,0.0,28.0,27.6,27.6,27.3,26.0,14224.921925839404,16970.13673932449,11.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,55.19
13267.376093632092,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,3.0,1008.48,33.12,72.23,34824.42,322.0,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,13265.951892997966,14224.921925839404,12.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,23.09
12905.012833300465,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,2.07,1008.46,33.67,70.29,33156.0,295.63,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,13267.376093632092,13265.951892997966,13.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,11.08
15248.98806645057,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,2.53,1008.28,34.91,62.06,54509.05,732.28,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,12905.012833300465,13267.376093632092,14.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,36.36
16288.834528844493,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,2.04,1008.3,35.76,58.05,58904.25,829.96,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,15248.98806645057,12905.012833300465,15.0,30.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,28.59
16289.921517959205,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,3.16,1008.51,34.56,61.65,46070.75,558.64,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,16288.834528844493,15248.98806645057,16.0,40.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,58.22
15614.210663214993,2.7,360.0,0.6,0.0,26.4,26.6,26.7,27.0,26.2,3.06,1008.43,34.27,61.9,42208.16,482.99,5.5,77.0,2.8,0.0,28.5,27.8,27.7,27.3,26.0,16289.921517959205,16288.834528844493,17.0,50.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,55.85
16661.60140736071,1.7,354.0,0.7,1.0,26.3,26.6,26.7,27.0,26.2,3.5,1008.36,33.06,64.92,43855.95,477.65,4.7,113.0,2.0,0.0,28.6,28.1,27.8,27.2,26.1,15614.210663214993,16289.921517959205,18.0,0.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,66.81
17686.058971231218,1.7,354.0,0.7,1.0,26.3,26.6,26.7,27.0,26.2,2.54,1008.26,35.56,53.72,66579.61,1003.87,4.7,113.0,2.0,0.0,28.6,28.1,27.8,27.2,26.1,16661.60140736071,15614.210663214993,19.0,10.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,89.78
18426.26059831202,1.7,354.0,0.7,1.0,26.3,26.6,26.7,27.0,26.2,4.14,1008.19,34.58,54.86,55068.85,824.09,4.7,113.0,2.0,0.0,28.6,28.1,27.8,27.2,26.1,17686.058971231218,16661.60140736071,20.0,20.0,-0.9961946980917455,0.0871557427476582,2.0,5.0,96.23
